book_id,title,author,genres
4212,The Son,"Jo Nesbø, Charlotte Barslund","mystery, crime, fiction, thriller"
4213,"Chew, Vol. 1: Taster's Choice","John Layman, Rob Guillory","graphic-novels, comics, graphic-novel, mystery, fiction"
4214,A Single Shard,Linda Sue Park,"historical-fiction, newbery, young-adult, fiction, childrens"
4215,"Time of the Twins (Dragonlance: Legends, #1)","Margaret Weis, Tracy Hickman","fantasy, dragonlance, fiction"
4216,Sacré Bleu: A Comedy d'Art,Christopher Moore,"fiction, humor, historical-fiction, fantasy, art"
4217,Roadside Picnic,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",scifi
4218,"Queen of Babble Gets Hitched (Queen of Babble, #3)",Meg Cabot,"chick-lit, romance, fiction, meg-cabot, series"
4219,Cranford,Elizabeth Gaskell,"classics, fiction, classic, historical-fiction, 19th-century"
4220,Underworld,Don DeLillo,"fiction, literature, novels, american"
4221,Big Sur,"Jack Kerouac, Aram Saroyan","classics, beat"
4222,"My Man Jeeves (Jeeves, #1)",P.G. Wodehouse,"short-stories, humour, fiction, classics, comedy"
4223,"Radiant Shadows (Wicked Lovely, #4)",Melissa Marr,"young-adult, fantasy, ya, paranormal, faeries"
4224,"Motorcycle Man (Dream Man, #4)",Kristen Ashley,"romance, kristen-ashley, contemporary-romance, bikers, contemporary"
4225,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,"non-fiction, nonfiction, memoir, biography, audiobooks"
4226,"Into the Still Blue (Under the Never Sky, #3)",Veronica Rossi,"dystopian, young-adult, dystopia, ya, romance"
4227,The Last Summer (of You and Me),Ann Brashares,"fiction, romance, young-adult"
4228,"Preacher, Volume 2: Until the End of the World","Garth Ennis, Steve Dillon","fiction, comics-graphic-novels"
4229,The Lord of the Rings: Weapons and Warfare,"Chris   Smith, Christopher Lee, Richard Taylor",fantasy
4230,"The Lost City of Faar (Pendragon, #2)",D.J. MacHale,"fantasy, young-adult, pendragon, sci-fi, science-fiction"
4231,"A Great Deliverance (Inspector Lynley, #1)",Elizabeth  George,"mystery, fiction, mysteries, crime, series"
4232,The Club Dumas,"Arturo Pérez-Reverte, Sonia Soto","mystery, historical-fiction, thriller, books-about-books, fiction"
4233,"Enna Burning (The Books of Bayern, #2)",Shannon Hale,"fantasy, young-adult, ya, fiction, series"
4234,"Twilight (The Mediator, #6)",Meg Cabot,"young-adult, paranormal, ya, fantasy, romance"
4235,1919,أحمد مراد,روايات
4236,"Dear Mr. Henshaw (Leigh Botts, #1)","Beverly Cleary, Paul O. Zelinsky","childrens, fiction, newbery, children-s-books, young-adult"
4237,The Magician's Assistant,Ann Patchett,"fiction, book-club"
4238,Generation X: Tales for an Accelerated Culture,Douglas Coupland,fiction
4239,The Sympathizer,Viet Thanh Nguyen,"fiction, historical-fiction, book-club, pulitzer, war"
4240,"Evil Under the Sun (Hercule Poirot, #23)",Agatha Christie,"agatha-christie, crime, fiction, mysteries, classics"
4241,"Reaper's Property (Reapers MC, #1)",Joanna Wylde,"romance, bikers, mc, erotica, contemporary"
4242,"My Friend Flicka (Flicka, #1)","Mary O'Hara, Dave Blossom","horses, classics, fiction, animals, young-adult"
4243,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)","Philippa Gregory, Mirjana Valent","historical-fiction, historical, fiction, philippa-gregory, series"
4244,Hedda Gabler,"Henrik Ibsen, William Archer","plays, classics, drama, fiction, theatre"
4245,Dumbo: A Little Golden Book,Walt Disney Company,
4246,"The Invasion of the Tearling (The Queen of the Tearling, #2)",Erika Johansen,"fantasy, young-adult, dystopian, fiction, series"
4247,"Phantom (Harry Hole, #9)","Jo Nesbø, Don Bartlett","crime, mystery, fiction, thriller, jo-nesbo"
4248,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),"P.C. Cast, Kristin Cast",
4249,A Place Called Here,Cecelia Ahern,"chick-lit, fiction, fantasy, romance"
4250,The Painted Veil,W. Somerset Maugham,"classics, fiction, historical-fiction, romance, classic"
4251,"Blackwood Farm (The Vampire Chronicles, #9)",Anne Rice,"vampires, horror, anne-rice, fantasy, fiction"
4252,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline Myss,"spirituality, spiritual, non-fiction"
4253,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",Alexander McCall Smith,"mystery, fiction, africa, series, alexander-mccall-smith"
4254,A Hundred Summers,Beatriz Williams,"historical-fiction, fiction, romance, chick-lit"
4255,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"fantasy, young-adult, ya, romance, series"
4256,The Wednesday Wars,Gary D. Schmidt,"young-adult, historical-fiction, fiction, ya, middle-grade"
4257,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",R.A. Salvatore,"fantasy, forgotten-realms, fiction"
4258,Skippyjon Jones,Judy Schachner,"picture-books, children-s-books, children-s, children, picture-book"
4259,Chasing Fire,Nora Roberts,"romance, nora-roberts, romantic-suspense, mystery, fiction"
4260,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,"non-fiction, productivity, self-improvement, self-help, business"
4261,"Moo, Baa, La La La!",Sandra Boynton,"picture-books, children, children-s, kids-books, childrens-books"
4262,The Science of Getting Rich,Wallace D. Wattles,"self-help, business"
4263,"The Last Oracle (Sigma Force, #5)",James Rollins,"fiction, adventure"
4264,ذاكرة الجسد,"أحلام مستغانمي, Ahlam Mosteghanemi",روايات
4265,Vinegar Hill,A. Manette Ansay,fiction
4266,"Startide Rising (The Uplift Saga, #2)",David Brin,"science-fiction, sci-fi, scifi, fiction, sf"
4267,"Significance (Significance, #1)",Shelly Crane,"paranormal, young-adult, romance, fantasy, ya"
4268,Pompeii,Robert   Harris,"historical-fiction, fiction, historical, history, italy"
4269,"The Guilty (Will Robie, #4)",David Baldacci,"david-baldacci, thriller, fiction, baldacci"
4270,A History of Western Philosophy,Bertrand Russell,"philosophy, history, non-fiction, nonfiction"
4271,The Complete Stories and Poems,Lewis Carroll,"classics, poetry"
4272,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,"cookbooks, cooking, food"
4273,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,"Thomas Malory, Keith Baines, Robert Graves","classics, fantasy, fiction, arthurian, mythology"
4274,A Piece of Cake,Cupcake Brown,"memoir, non-fiction, memoirs"
4275,Taran Wanderer (The Chronicles of Prydain #4),Lloyd Alexander,"fantasy, young-adult, fiction, childrens, ya"
4276,"Brimstone (Pendergast, #5; Diogenes, #1)","Douglas Preston, Lincoln Child","horror, suspense"
4277,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,"classics, fiction, childrens, children, children-s"
4278,"Devil in Winter (Wallflowers, #3)",Lisa Kleypas,"historical-romance, romance, historical, lisa-kleypas, historical-fiction"
4279,"The Dead and the Gone (Last Survivors, #2)",Susan Beth Pfeffer,"young-adult, ya, dystopian, science-fiction, dystopia"
4280,"White: The Great Pursuit (The Circle, #3)",Ted Dekker,"fantasy, christian-fiction, fiction, christian, ted-dekker"
4281,The Darkest Passion (Lords of the Underworld #5),Gena Showalter,"paranormal-romance, paranormal, romance, gena-showalter, demons"
4282,Pygmy,Chuck Palahniuk,fiction
4283,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",Lauren Weisberger,"chick-lit, fiction"
4284,Selected Stories,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky","short-stories, fiction, classics, russian, russian-literature"
4285,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S.C. Gwynne,"history, non-fiction, nonfiction, american-history, biography"
4286,Smiley's People,John le Carré,"espionage, thriller, fiction, mystery"
4287,"Redemption (Redemption, #1)","Karen Kingsbury, Gary Smalley","christian-fiction, christian, karen-kingsbury, fiction"
4288,A Northern Light,Jennifer Donnelly,"historical-fiction, young-adult, ya, mystery, fiction"
4289,"Apollyon (Left Behind, #5)","Tim LaHaye, Jerry B. Jenkins","christian-fiction, christian, fiction, left-behind, left-behind-series"
4290,"Whose Body?  (Lord Peter Wimsey, #1)",Dorothy L. Sayers,"mystery, fiction, mysteries, crime, classics"
4291,Alice's Adventures in Wonderland: A Pop-Up Adaptation,"Robert Sabuda, Lewis Carroll",
4292,Michelangelo and the Pope's Ceiling,Ross King,"history, art"
4293,"Stolen (Women of the Otherworld, #2)",Kelley Armstrong,"urban-fantasy, paranormal, fantasy, werewolves, kelley-armstrong"
4294,"Hour Game (Sean King & Michelle Maxwell, #2)",David Baldacci,"david-baldacci, mystery, fiction, thriller, baldacci"
4295,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",Louise Penny,"mystery, fiction, mysteries, series, canada"
4296,"Ballet Shoes (Shoes, #1)","Noel Streatfeild, Diane Goode","childrens, classics, children-s, fiction, children"
4297,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",Harry Gregson-Williams,
4298,We the Living,"Ayn Rand, Leonard Peikoff","classics, philosophy"
4299,"The Winner's Crime (The Winner's Trilogy, #2)",Marie Rutkoski,"fantasy, young-adult, romance, ya, series"
4300,The Ladies' Room,Carolyn Brown,
4301,100 Selected Poems,E.E. Cummings,"poetry, classics"
4302,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",Jen Lancaster,"non-fiction, chick-lit, memoir, humor, memoirs"
4303,"Forest of Secrets (Warriors, #3)",Erin Hunter,"warriors, fantasy, animals, fiction, erin-hunter"
4304,The Little Stranger,Sarah Waters,"fiction, horror, mystery, historical-fiction, ghosts"
4305,"Night Broken (Mercy Thompson, #8)",Patricia Briggs,"urban-fantasy, fantasy, paranormal, werewolves, romance"
4306,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,"fantasy, young-adult, ya, romance, magic"
4307,We Are Not Ourselves,Matthew  Thomas,"fiction, historical-fiction"
4308,"Red Lily (In the Garden, #3)",Nora Roberts,"romance, nora-roberts, fiction, paranormal, contemporary-romance"
4309,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,
4310,"Lords of the North (The Saxon Stories, #3)",Bernard Cornwell,"historical-fiction, fiction, historical, bernard-cornwell"
4311,"Just Ella (The Palace Chronicles, #1)",Margaret Peterson Haddix,"fantasy, young-adult, fairy-tales, ya, romance"
4312,"Eyes Wide Open (The Blackstone Affair, #3)",Raine Miller,"romance, series, erotica, contemporary-romance"
4313,China Dolls,Lisa See,"historical-fiction, fiction, book-club, historical"
4314,Megan Meade's Guide to the McGowan Boys,Kate Brian,"young-adult, romance, ya, contemporary, chick-lit"
4315,Bread and Jam for Frances,"Russell Hoban, Lillian Hoban","picture-books, children-s-books, children-s, children, kids"
4316,Half Asleep in Frog Pajamas,Tom Robbins,fiction
4317,Mirror Mirror,Gregory Maguire,"fantasy, fiction, fairy-tales, historical-fiction"
4318,More Than This,Patrick Ness,"young-adult, ya, science-fiction, sci-fi, lgbt"
4319,Child of God,Cormac McCarthy,"fiction, horror, southern-gothic, literature"
4320,"As Sure as the Dawn (Mark of the Lion, #3)",Francine Rivers,"christian-fiction, historical-fiction, fiction, christian, historical"
4321,Lexicon,Max Barry,"fiction, science-fiction, sci-fi, thriller, fantasy"
4322,One Fifth Avenue,"Candace Bushnell, Donna Murphy","chick-lit, fiction"
4323,El Deafo,"Cece Bell, David Lasky","graphic-novels, graphic-novel, memoir, middle-grade, childrens"
4324,"Down London Road (On Dublin Street, #2)",Samantha Young,"romance, new-adult, contemporary-romance, contemporary, series"
4325,"The Walking Dead, Vol. 03: Safety Behind Bars","Robert Kirkman, Charlie Adlard","cómics, horror, graphic-novel, zombies, graphic-novels"
4326,"Flow My Tears, the Policeman Said",Philip K. Dick,"science-fiction, sci-fi, fiction, scifi, sf"
4327,The Last Sin Eater,Francine Rivers,"christian-fiction, fiction, christian"
4328,A Knight in Shining Armor,Jude Deveraux,"romance, time-travel, historical-romance, historical, historical-fiction"
4329,"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,"zombies, young-adult, horror, ya, dystopian"
4330,The Trial and Death of Socrates,"Plato, G.M.A. Grube, John M. Cooper","philosophy, classics, non-fiction, history"
4331,Heavier Than Heaven: A Biography of Kurt Cobain,Charles R. Cross,biographies
4332,History of the Peloponnesian War,"Thucydides, Rex Warner, Moses I. Finley","classics, non-fiction, history, ancient-history, war"
4333,The Red Badge of Courage and Selected Short Fiction  ,"Stephen Crane, George Stade, Richard Fusco",classics
4334,"Sandman Slim (Sandman Slim, #1)",Richard Kadrey,"urban-fantasy, fantasy, horror, fiction, paranormal"
4335,The Last Child,John Hart,"mystery, fiction, thriller, book-club, crime"
4336,Labyrinths:  Selected Stories and Other Writings,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois","fiction, short-stories, classics, literature, fantasy"
4337,Fortune's Rocks,Anita Shreve,"fiction, historical-fiction"
4338,The Price of Salt,Patricia Highsmith,"fiction, lgbt, romance, lgbtq, classics"
4339,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,"fantasy, young-adult, romance, ya, series"
4340,"Friday Night Bites (Chicagoland Vampires, #2)",Chloe Neill,"urban-fantasy, vampires, paranormal, fantasy, vampire"
4341,The Undercover Economist,Tim Harford,"economics, non-fiction, business, nonfiction"
4342,The Oath,Frank E. Peretti,"fiction, christian, horror"
4343,"Rumors (Luxe, #2)",Anna Godbersen,"historical-fiction, young-adult, ya, romance, historical"
4344,The Day the Crayons Quit,"Drew Daywalt, Oliver Jeffers","picture-books, childrens, picture-book, children-s-books, children"
4345,"Princess in Waiting (The Princess Diaries, #4)",Meg Cabot,"young-adult, ya, romance, chick-lit, contemporary"
4346,Kisses from Katie: A Story of Relentless Love and Redemption,"Katie J. Davis, Beth Clark",
4347,The Heretic's Daughter,Kathleen Kent,"historical-fiction, fiction, book-club, historical"
4348,The Magic Mountain,"Thomas Mann, John E. Woods","fiction, classics, german, literature, german-literature"
4349,Chasing the Dime,Michael Connelly,"mystery, michael-connelly, fiction, crime, thriller"
4350,"A Thousand Pieces of You (Firebird, #1)",Claudia Gray,"young-adult, sci-fi, ya, to-buy, series"
4351,Pictures of Hollis Woods,Patricia Reilly Giff,"young-adult, realistic-fiction, fiction"
4352,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,"science-fiction, sci-fi, scifi, space-opera, fiction"
4353,The Sands of Time,Sidney Sheldon,"sidney-sheldon, fiction, thriller"
4354,NW,Zadie Smith,"fiction, contemporary, book-club, london"
4355,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",Heather Brewer,"vampires, young-adult, fantasy, ya, paranormal"
4356,The Paradox of Choice: Why More Is Less,Barry Schwartz,"non-fiction, psychology, nonfiction, business, economics"
4357,Blood and Chocolate,Annette Curtis Klause,"young-adult, fantasy, ya, werewolves, paranormal"
4358,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)",Michael Connelly,"crime, mystery, michael-connelly, thriller, harry-bosch"
4359,"Women in Love (Brangwen Family, #2)",D.H. Lawrence,"classics, fiction, literature"
4360,Second Chance,Jane Green,"chick-lit, fiction"
4361,The Postman,David Brin,"science-fiction, sci-fi, fiction, post-apocalyptic, scifi"
4362,Summerland,Elin Hilderbrand,"fiction, chick-lit, elin-hilderbrand"
4363,The Patron Saint of Liars,Ann Patchett,fiction
4364,The Success Principles: How to Get from Where You Are to Where You Want to Be,"Jack Canfield, Janet Switzer",
4365,"Knight (Unfinished Hero, #1)",Kristen Ashley,"romance, kristen-ashley, erotica, contemporary-romance, bdsm"
4366,Business Model Generation,"Alexander Osterwalder, Yves Pigneur",business
4367,The Swerve: How the World Became Modern,Stephen Greenblatt,"history, non-fiction, nonfiction, philosophy"
4368,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",Margaret George,"historical-fiction, fiction, history, historical"
4369,Stranger than Fiction,Chuck Palahniuk,essays
4370,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,"non-fiction, science, psychology, neuroscience, nonfiction"
4371,The Ringworld Engineers (Ringworld #2),Larry Niven,"science-fiction, sci-fi, fiction, scifi"
4372,"I Hunt Killers (Jasper Dent, #1)",Barry Lyga,"young-adult, mystery, ya, horror, thriller"
4373,"Crashed (Driven, #3)",K. Bromberg,"romance, series, contemporary-romance, alpha-male, erotica"
4374,Kitchens of the Great Midwest,J. Ryan Stradal,"fiction, book-club, food"
4375,Stone Soup,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels","childrens, picture-books, children-s-books, children-s"
4376,شيكاجو,"Alaa Al Aswany, علاء الأسواني",روايات
4377,"12th of Never (Women's Murder Club, #12)","James Patterson, Maxine Paetro","james-patterson, mystery, fiction, women-s-murder-club, series"
